Table Name,Field Name,Field Type,Field Description
AADUserRiskEvents,TokenIssuerType,string,"Indicates the type of token issuer for the detected sign-in risk. Possible values are: AzureAD, ADFederationServices, UnknownFutureValue."
AADUserRiskEvents,Type,string,The name of the table
AADUserRiskEvents,UserDisplayName,string,The user principal name (UPN) of the user.
AADUserRiskEvents,UserId,string,Unique ID of the user.
AADUserRiskEvents,UserPrincipalName,string,The user principal name (UPN) of the user.
ABAPAuditLog,AbapProgramName,string,The AbapProgramName is a four-character alphanumeric code that is used identify a specific program within the SAP system.
ABAPAuditLog,AgentId,string,Unique agent or integration suite identifier.
ABAPAuditLog,AlertSeverity,real,"The AlertSeverity is a number between 0 and 255; the larger the number, the greater the severity."
ABAPAuditLog,AlertSeverityText,string,The AlertSeverityText refers to the text description associated with a specific alert or notification severity level. It provides a detailed explanation of the severity level and is used in various SAP transactions and reports.
ABAPAuditLog,AlertValue,real,"The AlertValue represents the importance of the message of a log attribute, characterized by color and severity."
ABAPAuditLog,AuditClassId,real,The AuditClassId is a numeric identifier used to classify different types of audit events in SAP. It helps group similar events together and is used in various transactions and reports to provide information about audit events and to help with auditing and compliance requirements.
ABAPAuditLog,_BilledSize,real,The record size in bytes
ABAPAuditLog,ClientId,string,The ClientId is a three-digit number that identifies a specific client within an SAP system. The ClientId is used in various SAP transactions and configuration settings to identify the client and ensure that the correct client is being accessed or configured.
ABAPAuditLog,Computer,string,The Computer refers to the name or IP address of the user's machine. It is used to identify the machine from which a specific activity or event was performed.
ABAPAuditLog,Email,string,The Email refers to the email address associated with a specific user. It is used to identify the user via email within the SAP system.
ABAPAuditLog,Host,string,The Host refers to the name of the computer or server on which the SAP system is running. It is used to identify and locate the SAP system within a network.
ABAPAuditLog,Instance,string,"The Instance refers to a specific installation of an SAP system on a server. An SAP system can have multiple instances running on the same server, each with its own set of processes and resources. The Instance is identified by a unique name that is set during the installation of the SAP system, following syntax: <HOST> <SYSID> <SYSNR>."
ABAPAuditLog,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
ABAPAuditLog,MessageClass,string,The MessageClass is a grouping or category for specific messages or log entries used to organize and classify messages and log entries within an SAP system.
ABAPAuditLog,MessageContainerId,string,"The MessageContainerId is a unique identifier for a specific message container, which is a logical grouping of related messages or log entries within an SAP system."
ABAPAuditLog,MessageId,string,The MessageId is a unique identifier for a specific message or log entry used to identify and track messages and log entries within an SAP system.
ABAPAuditLog,MessageText,string,The MessageText is the text of a specific message or log entry. It provides information about the event or issue that is being logged and is used in various SAP transactions and reports to provide context and details about specific messages or log entries.
ABAPAuditLog,MonitoringObjectName,string,The MonitoringObjectName is the name of the object being monitored by a specific monitoring activity. It is used in various SAP monitoring tools and reports to provide information about the status and performance of the monitored object.
ABAPAuditLog,MonitorShortName,string,The MonitorShortName is the short name of the MTE(Monitoring Tree Element) in which the alert occurred.
ABAPAuditLog,RemoteIpCountry,string,The country of the TerminalIpV6 according to the GEO information at the time of the record ingestion.
ABAPAuditLog,RemoteIpLatitude,real,The Latitude of the TerminalIpV6 according to the GEO information at the time of the record ingestion.
ABAPAuditLog,RemoteIpLongitude,real,The Longitude of the TerminalIpV6 according to the GEO information at the time of the record ingestion.
ABAPAuditLog,SalDateChar8,string,The SalDateChar8 is the date the event occured in char8 format (yyyyMMdd) eg: 20190101.
ABAPAuditLog,SalIpAddress,string,The SALIpAddress refers to the IP address associated with a specific user or system that generated a specific log entry.
ABAPAuditLog,SalTimeChar6,string,The SalTimeChar6 is the time the event occured in char6 format (hhMMss) eg: 110804.
ABAPAuditLog,SapProcessType,string,"The SapProcessType refers to the type of process that is being executed within the SAP system. This can include various types of processes such as background jobs, dialog processes, or update processes."
ABAPAuditLog,SapWorkProcessName,string,The SapWorkProcessName refers to the name of a specific work process within the SAP system used to identify and monitor specific work processes. It is typically a unique alphanumeric code.
ABAPAuditLog,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
ABAPAuditLog,SystemId,string,The SystemId is a unique identifier for a specific SAP system. It is a three-character alphanumeric code that is used to distinguish between different SAP systems.
ABAPAuditLog,SystemNumber,string,The SystemNumber is a two-digit number that identifies a specific SAP system. It is set during the installation of an SAP system and cannot be changed afterwards. The SystemNumber is used in various SAP transactions and configuration settings to identify the system and ensure that the correct system is being accessed or configured.
ABAPAuditLog,SystemRole,string,The SAP system's role.
ABAPAuditLog,SystemUniqueId,string,Unique system identifier.
ABAPAuditLog,TenantId,string,The Log Analytics workspace ID
ABAPAuditLog,TerminalIpV6,string,The TerminalIPv6 refers to the IPv6 address associated with the user's terminal or device. It is used to identify the location and origin of specific activities or events performed by the user within the SAP system.
ABAPAuditLog,TimeGenerated,datetime,Date and time when the record was generated
ABAPAuditLog,TransactionCode,string,the TransactionCode is a unique identifier for a specific SAP transaction used to identify and execute a specific transaction within the SAP system. It is typically a four-character alphanumeric code and can be used in various SAP transactions and reports.
ABAPAuditLog,Type,string,The name of the table
ABAPAuditLog,UpdatedOn,datetime,The date and time of the event occured in the SAP system in UTC format.
ABAPAuditLog,User,string,The User who performed the a specific event or activity.
ABAPAuditLog,Variable1,string,The Variable1 used by the SAP system for additional information regarding the event or activity that was performed.
ABAPAuditLog,Variable2,string,The Variable2 used by the SAP system for additional information regarding the event or activity that was performed.
ABAPAuditLog,Variable3,string,The Variable3 used by the SAP system for additional information regarding the event or activity that was performed.
ABAPAuditLog,Variable4,string,The Variable4 used by the SAP system for additional information regarding the event or activity that was performed.
ABNORMAL_CASES_CL,,,No columns found or plain table (no linked schema page)
ABNORMAL_THREAT_MESSAGES_CL,,,No columns found or plain table (no linked schema page)
ADFSSignInLogs,AlternateSignInName,string,Provides the on-premises UPN of the user sign-ing into Azure AD.e.g. Phone number sign-in
ADFSSignInLogs,AppDisplayName,string,The string name of the OAuth client in the request displayed in the Azure Portal
ADFSSignInLogs,AppId,string,A unique ID of the Oauth Client ID in the request
ADFSSignInLogs,AuthenticationDetails,string,A record of each step of authentication undertaken in the sign-in
ADFSSignInLogs,AuthenticationProcessingDetails,string,Provides the details associated with authentication processor
ADFSSignInLogs,AuthenticationRequirement,string,"Type of authentication required for the sign-in. If set to multiFactorAuthentication, an MFA step was required. If set to singleFactorAuthentication, no MFA was required"
ADFSSignInLogs,AuthenticationRequirementPolicies,string,"Set of CA policies that apply to this sign-in, each as CA: policy name, and/or MFA: Per-user"
ADFSSignInLogs,_BilledSize,real,The record size in bytes
ADFSSignInLogs,Category,string,Category of the sign-in event
ADFSSignInLogs,ConditionalAccessPolicies,string,Details of the conditional access policies being applied for the sign-in
ADFSSignInLogs,ConditionalAccessStatus,string,Status of all the conditionalAccess policies related to the sign-in
ADFSSignInLogs,CorrelationId,string,ID to provide sign-in trail
ADFSSignInLogs,CreatedDateTime,datetime,Datetime of the sign-in activity
ADFSSignInLogs,DeviceDetail,string,Details of the device used for the sign-in
ADFSSignInLogs,DurationMs,long,The duration of the operation in milliseconds
ADFSSignInLogs,Id,string,Unique ID representing the sign-in activity
ADFSSignInLogs,Identity,string,"The identity from the token that was presented when you made the request. It can be a user account, system account, or service principal"
ADFSSignInLogs,IPAddress,string,IP address of the client used to sign in
ADFSSignInLogs,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
ADFSSignInLogs,IsInteractive,bool,Indicates if a sign-in is interactive or not
ADFSSignInLogs,Level,string,The severity level of the event
ADFSSignInLogs,Location,string,The region of the resource emitting the event
ADFSSignInLogs,NetworkLocationDetails,string,Provides the details associated with authentication processor
